,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
361,0.0,3.0,45.0,0.0,1.0,14.4542,0,1,0,1,0,0
362,0.0,3.0,35.0,0.0,0.0,7.05,0,0,1,0,0,1
363,0.0,3.0,30.0,1.0,0.0,15.5,0,0,1,0,1,0
364,0.0,3.0,30.0,0.0,0.0,7.25,0,0,1,0,0,1
365,1.0,1.0,60.0,1.0,0.0,75.25,1,1,0,1,0,0
366,1.0,3.0,35.0,0.0,0.0,7.2292,0,1,0,1,0,0
367,1.0,3.0,21.0,0.0,0.0,7.75,0,1,0,0,1,0
368,1.0,1.0,24.0,0.0,0.0,69.3,1,1,0,1,0,0
369,1.0,1.0,25.0,1.0,0.0,55.4417,1,0,1,1,0,0
370,0.0,3.0,18.0,1.0,0.0,6.4958,0,0,1,0,0,1
371,0.0,3.0,19.0,0.0,0.0,8.05,0,0,1,0,0,1
372,0.0,1.0,22.0,0.0,0.0,135.6333,0,0,1,1,0,0
373,0.0,3.0,3.0,3.0,1.0,21.075,0,1,0,0,0,1
374,1.0,1.0,35.0,1.0,0.0,82.1708,0,1,0,1,0,0
375,1.0,3.0,22.0,0.0,0.0,7.25,0,1,0,0,0,1
376,0.0,1.0,27.0,0.0,2.0,211.5,1,0,1,1,0,0
377,0.0,3.0,20.0,0.0,0.0,4.0125,0,0,1,1,0,0
378,0.0,3.0,19.0,0.0,0.0,7.775,0,0,1,0,0,1
379,1.0,1.0,42.0,0.0,0.0,227.525,0,1,0,1,0,0
380,1.0,3.0,1.0,0.0,2.0,15.7417,0,1,0,1,0,0
381,0.0,3.0,32.0,0.0,0.0,7.925,0,0,1,0,0,1
382,1.0,1.0,35.0,1.0,0.0,52.0,0,1,0,0,0,1
383,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
384,0.0,2.0,18.0,0.0,0.0,73.5,0,0,1,0,0,1
385,0.0,3.0,1.0,5.0,2.0,46.9,0,0,1,0,0,1
386,1.0,2.0,36.0,0.0,0.0,13.0,0,1,0,0,0,1
387,0.0,3.0,30.0,0.0,0.0,7.7292,0,0,1,0,1,0
388,1.0,2.0,17.0,0.0,0.0,12.0,0,1,0,1,0,0
389,1.0,1.0,36.0,1.0,2.0,120.0,1,0,1,0,0,1
390,1.0,3.0,21.0,0.0,0.0,7.7958,0,0,1,0,0,1
391,0.0,3.0,28.0,2.0,0.0,7.925,0,0,1,0,0,1
392,1.0,1.0,23.0,1.0,0.0,113.275,1,1,0,1,0,0
393,1.0,3.0,24.0,0.0,2.0,16.7,1,1,0,0,0,1
394,0.0,3.0,22.0,0.0,0.0,7.7958,0,0,1,0,0,1
395,0.0,3.0,31.0,0.0,0.0,7.8542,0,1,0,0,0,1
396,0.0,2.0,46.0,0.0,0.0,26.0,0,0,1,0,0,1
397,0.0,2.0,23.0,0.0,0.0,10.5,0,0,1,0,0,1
398,1.0,2.0,28.0,0.0,0.0,12.65,0,1,0,0,0,1
399,1.0,3.0,39.0,0.0,0.0,7.925,0,0,1,0,0,1
400,0.0,3.0,26.0,0.0,0.0,8.05,0,0,1,0,0,1
401,0.0,3.0,21.0,1.0,0.0,9.825,0,1,0,0,0,1
402,0.0,3.0,28.0,1.0,0.0,15.85,0,0,1,0,0,1
403,0.0,3.0,20.0,0.0,0.0,8.6625,0,1,0,0,0,1
404,0.0,2.0,34.0,1.0,0.0,21.0,0,0,1,0,0,1
405,0.0,3.0,51.0,0.0,0.0,7.75,0,0,1,0,0,1
406,1.0,2.0,3.0,1.0,1.0,18.75,0,0,1,0,0,1
407,0.0,3.0,21.0,0.0,0.0,7.775,0,0,1,0,0,1
408,0.0,3.0,21.0,3.0,1.0,25.4667,0,1,0,0,0,1
409,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
410,0.0,3.0,30.0,0.0,0.0,6.8583,0,0,1,0,1,0
411,1.0,1.0,33.0,1.0,0.0,90.0,1,1,0,0,1,0
412,0.0,2.0,30.0,0.0,0.0,0.0,0,0,1,0,0,1
413,1.0,3.0,44.0,0.0,0.0,7.925,0,0,1,0,0,1
414,0.0,3.0,35.0,0.0,0.0,8.05,0,1,0,0,0,1
415,1.0,2.0,34.0,1.0,1.0,32.5,0,1,0,0,0,1
416,1.0,2.0,18.0,0.0,2.0,13.0,0,1,0,0,0,1
417,0.0,2.0,30.0,0.0,0.0,13.0,0,0,1,0,0,1
418,0.0,3.0,10.0,0.0,2.0,24.15,0,1,0,0,0,1
419,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,1,0,0
420,0.0,3.0,21.0,0.0,0.0,7.7333,0,0,1,0,1,0
421,0.0,3.0,29.0,0.0,0.0,7.875,0,0,1,0,0,1
422,0.0,3.0,28.0,1.0,1.0,14.4,0,1,0,0,0,1
423,0.0,3.0,18.0,1.0,1.0,20.2125,0,0,1,0,0,1
424,0.0,3.0,30.0,0.0,0.0,7.25,0,0,1,0,0,1
425,1.0,2.0,28.0,1.0,0.0,26.0,0,1,0,0,0,1
426,1.0,2.0,19.0,0.0,0.0,26.0,0,1,0,0,0,1
427,0.0,3.0,30.0,0.0,0.0,7.75,0,0,1,0,1,0
428,1.0,3.0,32.0,0.0,0.0,8.05,1,0,1,0,0,1
429,1.0,1.0,28.0,0.0,0.0,26.55,1,0,1,0,0,1
430,1.0,3.0,35.0,1.0,0.0,16.1,0,1,0,0,0,1
431,1.0,2.0,42.0,1.0,0.0,26.0,0,1,0,0,0,1
432,0.0,3.0,17.0,0.0,0.0,7.125,0,0,1,0,0,1
433,0.0,1.0,50.0,1.0,0.0,55.9,1,0,1,0,0,1
434,1.0,1.0,14.0,1.0,2.0,120.0,1,1,0,0,0,1
435,0.0,3.0,21.0,2.0,2.0,34.375,0,1,0,0,0,1
436,1.0,2.0,24.0,2.0,3.0,18.75,0,1,0,0,0,1
437,0.0,1.0,64.0,1.0,4.0,263.0,1,0,1,0,0,1
438,0.0,2.0,31.0,0.0,0.0,10.5,0,0,1,0,0,1
439,1.0,2.0,45.0,1.0,1.0,26.25,0,1,0,0,0,1
440,0.0,3.0,20.0,0.0,0.0,9.5,0,0,1,0,0,1
441,0.0,3.0,25.0,1.0,0.0,7.775,0,0,1,0,0,1
442,1.0,2.0,28.0,0.0,0.0,13.0,0,1,0,0,0,1
443,1.0,3.0,30.0,0.0,0.0,8.1125,0,0,1,0,0,1
444,1.0,1.0,4.0,0.0,2.0,81.8583,1,0,1,0,0,1
445,1.0,2.0,13.0,0.0,1.0,19.5,0,1,0,0,0,1
446,1.0,1.0,34.0,0.0,0.0,26.55,0,0,1,0,0,1
447,1.0,3.0,5.0,2.0,1.0,19.2583,0,1,0,1,0,0
448,1.0,1.0,52.0,0.0,0.0,30.5,1,0,1,0,0,1
449,0.0,2.0,36.0,1.0,2.0,27.75,0,0,1,0,0,1
450,0.0,3.0,30.0,1.0,0.0,19.9667,0,0,1,0,0,1
451,0.0,1.0,30.0,0.0,0.0,27.75,1,0,1,1,0,0
452,1.0,1.0,49.0,1.0,0.0,89.1042,1,0,1,1,0,0
453,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
454,1.0,3.0,29.0,0.0,0.0,7.8958,0,0,1,1,0,0
455,0.0,1.0,65.0,0.0,0.0,26.55,1,0,1,0,0,1
456,1.0,1.0,35.0,1.0,0.0,51.8625,1,1,0,0,0,1
457,1.0,2.0,50.0,0.0,0.0,10.5,0,1,0,0,0,1
458,0.0,3.0,30.0,0.0,0.0,7.75,0,0,1,0,1,0
459,1.0,1.0,48.0,0.0,0.0,26.55,1,0,1,0,0,1
460,0.0,3.0,34.0,0.0,0.0,8.05,0,0,1,0,0,1
461,0.0,1.0,47.0,0.0,0.0,38.5,1,0,1,0,0,1
462,0.0,2.0,48.0,0.0,0.0,13.0,0,0,1,0,0,1
463,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
464,0.0,3.0,38.0,0.0,0.0,7.05,0,0,1,0,0,1
465,0.0,2.0,30.0,0.0,0.0,0.0,0,0,1,0,0,1
466,0.0,1.0,56.0,0.0,0.0,26.55,0,0,1,0,0,1
467,0.0,3.0,30.0,0.0,0.0,7.725,0,0,1,0,1,0
468,1.0,3.0,0.75,2.0,1.0,19.2583,0,1,0,1,0,0
469,0.0,3.0,30.0,0.0,0.0,7.25,0,0,1,0,0,1
470,0.0,3.0,38.0,0.0,0.0,8.6625,0,0,1,0,0,1
471,1.0,2.0,33.0,1.0,2.0,27.75,0,1,0,0,0,1
472,1.0,2.0,23.0,0.0,0.0,13.7917,1,1,0,1,0,0
473,0.0,3.0,22.0,0.0,0.0,9.8375,0,1,0,0,0,1
474,0.0,1.0,30.0,0.0,0.0,52.0,1,0,1,0,0,1
475,0.0,2.0,34.0,1.0,0.0,21.0,0,0,1,0,0,1
476,0.0,3.0,29.0,1.0,0.0,7.0458,0,0,1,0,0,1
477,0.0,3.0,22.0,0.0,0.0,7.5208,0,0,1,0,0,1
478,1.0,3.0,2.0,0.0,1.0,12.2875,0,1,0,0,0,1
479,0.0,3.0,9.0,5.0,2.0,46.9,0,0,1,0,0,1
480,0.0,2.0,30.0,0.0,0.0,0.0,0,0,1,0,0,1
481,0.0,3.0,50.0,0.0,0.0,8.05,0,0,1,0,0,1
482,1.0,3.0,63.0,0.0,0.0,9.5875,0,1,0,0,0,1
483,1.0,1.0,25.0,1.0,0.0,91.0792,1,0,1,1,0,0
484,0.0,3.0,21.0,3.0,1.0,25.4667,0,1,0,0,0,1
485,1.0,1.0,35.0,1.0,0.0,90.0,1,1,0,0,0,1
486,0.0,1.0,58.0,0.0,0.0,29.7,1,0,1,1,0,0
487,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
488,1.0,3.0,9.0,1.0,1.0,15.9,0,0,1,0,0,1
489,0.0,3.0,30.0,1.0,0.0,19.9667,0,0,1,0,0,1
490,0.0,3.0,21.0,0.0,0.0,7.25,0,0,1,0,0,1
491,0.0,1.0,55.0,0.0,0.0,30.5,1,0,1,0,0,1
492,0.0,1.0,71.0,0.0,0.0,49.5042,0,0,1,1,0,0
493,0.0,3.0,21.0,0.0,0.0,8.05,0,0,1,0,0,1
494,0.0,3.0,30.0,0.0,0.0,14.4583,0,0,1,1,0,0
495,1.0,1.0,54.0,1.0,0.0,78.2667,1,1,0,1,0,0
496,0.0,3.0,30.0,0.0,0.0,15.1,0,0,1,0,0,1
497,0.0,1.0,25.0,1.0,2.0,151.55,1,1,0,0,0,1
498,0.0,3.0,24.0,0.0,0.0,7.7958,0,0,1,0,0,1
499,0.0,3.0,17.0,0.0,0.0,8.6625,0,0,1,0,0,1
500,0.0,3.0,21.0,0.0,0.0,7.75,0,1,0,0,1,0
501,0.0,3.0,21.0,0.0,0.0,7.6292,0,1,0,0,1,0
502,0.0,3.0,37.0,0.0,0.0,9.5875,0,1,0,0,0,1
503,1.0,1.0,16.0,0.0,0.0,86.5,1,1,0,0,0,1
504,0.0,1.0,18.0,1.0,0.0,108.9,1,0,1,1,0,0
505,1.0,2.0,33.0,0.0,2.0,26.0,0,1,0,0,0,1
506,1.0,1.0,30.0,0.0,0.0,26.55,0,0,1,0,0,1
507,0.0,3.0,28.0,0.0,0.0,22.525,0,0,1,0,0,1
508,1.0,3.0,26.0,0.0,0.0,56.4958,0,0,1,0,0,1
509,1.0,3.0,29.0,0.0,0.0,7.75,0,0,1,0,1,0
510,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
511,1.0,1.0,36.0,0.0,0.0,26.2875,1,0,1,0,0,1
512,1.0,1.0,54.0,1.0,0.0,59.4,0,1,0,1,0,0
513,0.0,3.0,24.0,0.0,0.0,7.4958,0,0,1,0,0,1
514,0.0,1.0,47.0,0.0,0.0,34.0208,1,0,1,0,0,1
515,1.0,2.0,34.0,0.0,0.0,10.5,1,1,0,0,0,1
516,0.0,3.0,30.0,0.0,0.0,24.15,0,0,1,0,1,0
517,1.0,2.0,36.0,1.0,0.0,26.0,0,1,0,0,0,1
518,0.0,3.0,32.0,0.0,0.0,7.8958,0,0,1,0,0,1
519,1.0,1.0,30.0,0.0,0.0,93.5,1,1,0,0,0,1
520,0.0,3.0,22.0,0.0,0.0,7.8958,0,0,1,0,0,1
521,0.0,3.0,30.0,0.0,0.0,7.225,0,0,1,1,0,0
522,1.0,1.0,44.0,0.0,1.0,57.9792,1,1,0,1,0,0
523,0.0,3.0,30.0,0.0,0.0,7.2292,0,0,1,1,0,0
524,0.0,3.0,40.5,0.0,0.0,7.75,0,0,1,0,1,0
525,1.0,2.0,50.0,0.0,0.0,10.5,0,1,0,0,0,1
526,0.0,1.0,30.0,0.0,0.0,221.7792,1,0,1,0,0,1
527,0.0,3.0,39.0,0.0,0.0,7.925,0,0,1,0,0,1
528,0.0,2.0,23.0,2.0,1.0,11.5,0,0,1,0,0,1
529,1.0,2.0,2.0,1.0,1.0,26.0,0,1,0,0,0,1
530,0.0,3.0,30.0,0.0,0.0,7.2292,0,0,1,1,0,0
531,0.0,3.0,17.0,1.0,1.0,7.2292,0,0,1,1,0,0
532,1.0,3.0,35.0,0.0,2.0,22.3583,0,1,0,1,0,0
533,0.0,3.0,30.0,0.0,0.0,8.6625,0,1,0,0,0,1
534,1.0,2.0,7.0,0.0,2.0,26.25,0,1,0,0,0,1
535,0.0,1.0,45.0,0.0,0.0,26.55,1,0,1,0,0,1
536,1.0,1.0,30.0,0.0,0.0,106.425,0,1,0,1,0,0
537,0.0,3.0,30.0,0.0,0.0,14.5,0,0,1,0,0,1
538,1.0,1.0,22.0,0.0,2.0,49.5,1,1,0,1,0,0
539,1.0,1.0,36.0,0.0,2.0,71.0,1,1,0,0,0,1
540,0.0,3.0,9.0,4.0,2.0,31.275,0,1,0,0,0,1
541,0.0,3.0,11.0,4.0,2.0,31.275,0,1,0,0,0,1
542,1.0,2.0,32.0,1.0,0.0,26.0,0,0,1,0,0,1
543,0.0,1.0,50.0,1.0,0.0,106.425,1,0,1,1,0,0
544,0.0,1.0,64.0,0.0,0.0,26.0,0,0,1,0,0,1
545,1.0,2.0,19.0,1.0,0.0,26.0,0,1,0,0,0,1
546,1.0,2.0,30.0,0.0,0.0,13.8625,0,0,1,1,0,0
547,0.0,3.0,33.0,1.0,1.0,20.525,0,0,1,0,0,1
548,1.0,2.0,8.0,1.0,1.0,36.75,0,0,1,0,0,1
549,1.0,1.0,17.0,0.0,2.0,110.8833,1,0,1,1,0,0
550,0.0,2.0,27.0,0.0,0.0,26.0,0,0,1,0,0,1
551,0.0,3.0,30.0,0.0,0.0,7.8292,0,0,1,0,1,0
552,1.0,3.0,22.0,0.0,0.0,7.225,0,0,1,1,0,0
553,1.0,3.0,22.0,0.0,0.0,7.775,0,1,0,0,0,1
554,0.0,1.0,62.0,0.0,0.0,26.55,0,0,1,0,0,1
555,1.0,1.0,48.0,1.0,0.0,39.6,1,1,0,1,0,0
556,0.0,1.0,30.0,0.0,0.0,227.525,0,0,1,1,0,0
557,1.0,1.0,39.0,1.0,1.0,79.65,1,1,0,0,0,1
558,1.0,3.0,36.0,1.0,0.0,17.4,0,1,0,0,0,1
559,0.0,3.0,30.0,0.0,0.0,7.75,0,0,1,0,1,0
560,0.0,3.0,40.0,0.0,0.0,7.8958,0,0,1,0,0,1
561,0.0,2.0,28.0,0.0,0.0,13.5,0,0,1,0,0,1
562,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
563,0.0,3.0,21.0,0.0,0.0,8.05,0,1,0,0,0,1
564,0.0,3.0,24.0,2.0,0.0,24.15,0,0,1,0,0,1
565,0.0,3.0,19.0,0.0,0.0,7.8958,0,0,1,0,0,1
566,0.0,3.0,29.0,0.0,4.0,21.075,0,1,0,0,0,1
567,0.0,3.0,30.0,0.0,0.0,7.2292,0,0,1,1,0,0
568,1.0,3.0,32.0,0.0,0.0,7.8542,0,0,1,0,0,1
569,1.0,2.0,62.0,0.0,0.0,10.5,0,0,1,0,0,1
570,1.0,1.0,53.0,2.0,0.0,51.4792,1,1,0,0,0,1
571,1.0,1.0,36.0,0.0,0.0,26.3875,1,0,1,0,0,1
572,1.0,3.0,21.0,0.0,0.0,7.75,0,1,0,0,1,0
573,0.0,3.0,16.0,0.0,0.0,8.05,0,0,1,0,0,1
574,0.0,3.0,19.0,0.0,0.0,14.5,0,0,1,0,0,1
575,1.0,2.0,34.0,0.0,0.0,13.0,0,1,0,0,0,1
576,1.0,1.0,39.0,1.0,0.0,55.9,1,1,0,0,0,1
577,0.0,3.0,35.0,1.0,0.0,14.4583,0,1,0,1,0,0
578,1.0,3.0,32.0,0.0,0.0,7.925,0,0,1,0,0,1
579,1.0,2.0,25.0,1.0,1.0,30.0,0,1,0,0,0,1
580,1.0,1.0,39.0,1.0,1.0,110.8833,1,1,0,1,0,0
581,0.0,2.0,54.0,0.0,0.0,26.0,0,0,1,0,0,1
582,0.0,1.0,36.0,0.0,0.0,40.125,1,0,1,1,0,0
583,0.0,3.0,30.0,0.0,0.0,8.7125,0,0,1,1,0,0
584,1.0,1.0,18.0,0.0,2.0,79.65,1,1,0,0,0,1
585,0.0,2.0,47.0,0.0,0.0,15.0,0,0,1,0,0,1
586,1.0,1.0,60.0,1.0,1.0,79.2,1,0,1,1,0,0
587,0.0,3.0,22.0,0.0,0.0,8.05,0,0,1,0,0,1
588,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
589,0.0,3.0,35.0,0.0,0.0,7.125,0,0,1,0,0,1
590,1.0,1.0,52.0,1.0,0.0,78.2667,1,1,0,1,0,0
591,0.0,3.0,47.0,0.0,0.0,7.25,0,0,1,0,0,1
592,0.0,3.0,21.0,0.0,2.0,7.75,0,1,0,0,1,0
593,0.0,2.0,37.0,1.0,0.0,26.0,0,0,1,0,0,1
594,0.0,3.0,36.0,1.0,1.0,24.15,0,0,1,0,0,1
595,1.0,2.0,21.0,0.0,0.0,33.0,0,1,0,0,0,1
596,0.0,3.0,49.0,0.0,0.0,0.0,0,0,1,0,0,1
597,0.0,3.0,30.0,0.0,0.0,7.225,0,0,1,1,0,0
598,1.0,1.0,49.0,1.0,0.0,56.9292,1,0,1,1,0,0
599,1.0,2.0,24.0,2.0,1.0,27.0,0,1,0,0,0,1
600,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
601,0.0,1.0,30.0,0.0,0.0,42.4,0,0,1,0,0,1
602,0.0,3.0,44.0,0.0,0.0,8.05,0,0,1,0,0,1
603,1.0,1.0,35.0,0.0,0.0,26.55,0,0,1,1,0,0
604,0.0,3.0,36.0,1.0,0.0,15.55,0,0,1,0,0,1
605,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
606,1.0,1.0,27.0,0.0,0.0,30.5,0,0,1,0,0,1
607,1.0,2.0,22.0,1.0,2.0,41.5792,0,1,0,1,0,0
608,1.0,1.0,40.0,0.0,0.0,153.4625,1,1,0,0,0,1
609,0.0,3.0,39.0,1.0,5.0,31.275,0,1,0,0,0,1
610,0.0,3.0,30.0,0.0,0.0,7.05,0,0,1,0,0,1
611,1.0,3.0,21.0,1.0,0.0,15.5,0,1,0,0,1,0
612,0.0,3.0,30.0,0.0,0.0,7.75,0,0,1,0,1,0
613,0.0,3.0,35.0,0.0,0.0,8.05,0,0,1,0,0,1
614,1.0,2.0,24.0,1.0,2.0,65.0,0,1,0,0,0,1
615,0.0,3.0,34.0,1.0,1.0,14.4,0,0,1,0,0,1
616,0.0,3.0,26.0,1.0,0.0,16.1,0,1,0,0,0,1
617,1.0,2.0,4.0,2.0,1.0,39.0,1,1,0,0,0,1
618,0.0,2.0,26.0,0.0,0.0,10.5,0,0,1,0,0,1
619,0.0,3.0,27.0,1.0,0.0,14.4542,0,0,1,1,0,0
620,1.0,1.0,42.0,1.0,0.0,52.5542,1,0,1,0,0,1
621,1.0,3.0,20.0,1.0,1.0,15.7417,0,0,1,1,0,0
622,0.0,3.0,21.0,0.0,0.0,7.8542,0,0,1,0,0,1
623,0.0,3.0,21.0,0.0,0.0,16.1,0,0,1,0,0,1
624,0.0,1.0,61.0,0.0,0.0,32.3208,1,0,1,0,0,1
625,0.0,2.0,57.0,0.0,0.0,12.35,0,0,1,0,1,0
626,1.0,1.0,21.0,0.0,0.0,77.9583,1,1,0,0,0,1
627,0.0,3.0,26.0,0.0,0.0,7.8958,0,0,1,0,0,1
628,0.0,3.0,30.0,0.0,0.0,7.7333,0,0,1,0,1,0
629,1.0,1.0,80.0,0.0,0.0,30.0,1,0,1,0,0,1
630,0.0,3.0,51.0,0.0,0.0,7.0542,0,0,1,0,0,1
631,1.0,1.0,32.0,0.0,0.0,30.5,1,0,1,1,0,0
632,0.0,1.0,30.0,0.0,0.0,0.0,0,0,1,0,0,1
633,0.0,3.0,9.0,3.0,2.0,27.9,0,1,0,0,0,1
634,1.0,2.0,28.0,0.0,0.0,13.0,0,1,0,0,0,1
635,0.0,3.0,32.0,0.0,0.0,7.925,0,0,1,0,0,1
636,0.0,2.0,31.0,1.0,1.0,26.25,0,0,1,0,0,1
637,0.0,3.0,41.0,0.0,5.0,39.6875,0,1,0,0,0,1
638,0.0,3.0,30.0,1.0,0.0,16.1,0,0,1,0,0,1
639,0.0,3.0,20.0,0.0,0.0,7.8542,0,0,1,0,0,1
640,1.0,1.0,24.0,0.0,0.0,69.3,1,1,0,1,0,0
641,0.0,3.0,2.0,3.0,2.0,27.9,0,1,0,0,0,1
642,1.0,3.0,30.0,0.0,0.0,56.4958,0,0,1,0,0,1
643,1.0,3.0,0.75,2.0,1.0,19.2583,0,1,0,1,0,0
644,1.0,1.0,48.0,1.0,0.0,76.7292,1,0,1,1,0,0
645,0.0,3.0,19.0,0.0,0.0,7.8958,0,0,1,0,0,1
646,1.0,1.0,56.0,0.0,0.0,35.5,1,0,1,1,0,0
647,0.0,3.0,30.0,0.0,0.0,7.55,0,0,1,0,0,1
648,1.0,3.0,23.0,0.0,0.0,7.55,0,1,0,0,0,1
649,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
650,1.0,2.0,18.0,0.0,1.0,23.0,0,1,0,0,0,1
651,0.0,3.0,21.0,0.0,0.0,8.4333,0,0,1,0,0,1
652,1.0,3.0,21.0,0.0,0.0,7.8292,0,1,0,0,1,0
653,0.0,3.0,18.0,0.0,0.0,6.75,0,1,0,0,1,0
654,0.0,2.0,24.0,2.0,0.0,73.5,0,0,1,0,0,1
655,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
656,0.0,3.0,32.0,1.0,1.0,15.5,0,1,0,0,1,0
657,0.0,2.0,23.0,0.0,0.0,13.0,0,0,1,0,0,1
658,0.0,1.0,58.0,0.0,2.0,113.275,1,0,1,1,0,0
659,1.0,1.0,50.0,2.0,0.0,133.65,0,0,1,0,0,1
660,0.0,3.0,40.0,0.0,0.0,7.225,0,0,1,1,0,0
661,0.0,1.0,47.0,0.0,0.0,25.5875,1,0,1,0,0,1
662,0.0,3.0,36.0,0.0,0.0,7.4958,0,0,1,0,0,1
663,1.0,3.0,20.0,1.0,0.0,7.925,0,0,1,0,0,1
664,0.0,2.0,32.0,2.0,0.0,73.5,0,0,1,0,0,1
665,0.0,2.0,25.0,0.0,0.0,13.0,0,0,1,0,0,1
666,0.0,3.0,30.0,0.0,0.0,7.775,0,0,1,0,0,1
667,0.0,3.0,43.0,0.0,0.0,8.05,0,0,1,0,0,1
668,1.0,1.0,35.0,1.0,0.0,52.0,1,1,0,0,0,1
669,1.0,2.0,40.0,1.0,1.0,39.0,0,1,0,0,0,1
670,0.0,1.0,31.0,1.0,0.0,52.0,1,0,1,0,0,1
671,0.0,2.0,70.0,0.0,0.0,10.5,0,0,1,0,0,1
672,1.0,2.0,31.0,0.0,0.0,13.0,0,0,1,0,0,1
673,0.0,2.0,30.0,0.0,0.0,0.0,0,0,1,0,0,1
674,0.0,3.0,18.0,0.0,0.0,7.775,0,0,1,0,0,1
675,0.0,3.0,24.5,0.0,0.0,8.05,0,0,1,0,0,1
676,1.0,3.0,18.0,0.0,0.0,9.8417,0,1,0,0,0,1
677,0.0,3.0,43.0,1.0,6.0,46.9,0,1,0,0,0,1
678,1.0,1.0,36.0,0.0,1.0,512.3292,1,0,1,1,0,0
679,0.0,3.0,21.0,0.0,0.0,8.1375,0,1,0,0,1,0
680,1.0,1.0,27.0,0.0,0.0,76.7292,1,0,1,1,0,0
681,0.0,3.0,20.0,0.0,0.0,9.225,0,0,1,0,0,1
682,0.0,3.0,14.0,5.0,2.0,46.9,0,0,1,0,0,1
683,0.0,2.0,60.0,1.0,1.0,39.0,0,0,1,0,0,1
684,0.0,2.0,25.0,1.0,2.0,41.5792,0,0,1,1,0,0
685,0.0,3.0,14.0,4.0,1.0,39.6875,0,0,1,0,0,1
686,0.0,3.0,19.0,0.0,0.0,10.1708,0,0,1,0,0,1
687,0.0,3.0,18.0,0.0,0.0,7.7958,0,0,1,0,0,1
688,1.0,1.0,15.0,0.0,1.0,211.3375,1,1,0,0,0,1
689,1.0,1.0,31.0,1.0,0.0,57.0,1,0,1,0,0,1
690,1.0,3.0,4.0,0.0,1.0,13.4167,0,1,0,1,0,0
691,1.0,3.0,30.0,0.0,0.0,56.4958,0,0,1,0,0,1
692,0.0,3.0,25.0,0.0,0.0,7.225,0,0,1,1,0,0
693,0.0,1.0,60.0,0.0,0.0,26.55,0,0,1,0,0,1
694,0.0,2.0,52.0,0.0,0.0,13.5,0,0,1,0,0,1
695,0.0,3.0,44.0,0.0,0.0,8.05,0,0,1,0,0,1
696,1.0,3.0,21.0,0.0,0.0,7.7333,0,1,0,0,1,0
697,0.0,1.0,49.0,1.0,1.0,110.8833,1,0,1,1,0,0
698,0.0,3.0,42.0,0.0,0.0,7.65,1,0,1,0,0,1
699,1.0,1.0,18.0,1.0,0.0,227.525,1,1,0,1,0,0
700,1.0,1.0,35.0,0.0,0.0,26.2875,1,0,1,0,0,1
701,0.0,3.0,18.0,0.0,1.0,14.4542,0,1,0,1,0,0
702,0.0,3.0,25.0,0.0,0.0,7.7417,0,0,1,0,1,0
703,0.0,3.0,26.0,1.0,0.0,7.8542,0,0,1,0,0,1
704,0.0,2.0,39.0,0.0,0.0,26.0,0,0,1,0,0,1
705,1.0,2.0,45.0,0.0,0.0,13.5,0,1,0,0,0,1
706,1.0,1.0,42.0,0.0,0.0,26.2875,1,0,1,0,0,1
707,1.0,1.0,22.0,0.0,0.0,151.55,0,1,0,0,0,1
708,1.0,3.0,3.5,1.0,1.0,15.2458,0,0,1,1,0,0
709,1.0,1.0,24.0,0.0,0.0,49.5042,1,1,0,1,0,0
710,0.0,1.0,30.0,0.0,0.0,26.55,1,0,1,0,0,1
711,1.0,1.0,48.0,1.0,0.0,52.0,1,0,1,0,0,1
712,0.0,3.0,29.0,0.0,0.0,9.4833,0,0,1,0,0,1
713,0.0,2.0,52.0,0.0,0.0,13.0,0,0,1,0,0,1
714,0.0,3.0,19.0,0.0,0.0,7.65,1,0,1,0,0,1
715,1.0,1.0,38.0,0.0,0.0,227.525,1,1,0,1,0,0
716,1.0,2.0,27.0,0.0,0.0,10.5,1,1,0,0,0,1
717,0.0,3.0,30.0,0.0,0.0,15.5,0,0,1,0,1,0
718,0.0,3.0,33.0,0.0,0.0,7.775,0,0,1,0,0,1
719,1.0,2.0,6.0,0.0,1.0,33.0,0,1,0,0,0,1
720,0.0,3.0,17.0,1.0,0.0,7.0542,0,0,1,0,0,1
721,0.0,2.0,34.0,0.0,0.0,13.0,0,0,1,0,0,1
722,0.0,2.0,50.0,0.0,0.0,13.0,0,0,1,0,0,1
723,1.0,1.0,27.0,1.0,0.0,53.1,1,0,1,0,0,1
